event_id,timestamp,airline,flight_number,aircraft_model,aircraft_type,origin,destination,latitude,longitude,city,country,fatalities,injuries,damage,cause
EVT001014,2015-06-09T04:52:00,TransContinental,TR6566,Boeing 747,Jet,Paris,Beijing,-7.19105,-49.09626,Paris,USA,0,0,Major,Mid-air collision
EVT001015,2016-11-07T22:52:00,IslandAir,IS2680,Boeing 737,Jet,Sydney,Mumbai,-52.79422,-179.98159,London,China,0,0,Major,Pilot error
EVT001016,2015-12-18T01:37:00,TransContinental,TR2109,Boeing 747,Jet,Paris,New York,-16.86851,-95.02219,Cairo,Germany,0,0,Unknown,Bird strike
EVT001017,2018-09-15T03:07:00,IslandAir,IS236,Airbus A330,Jet,Beijing,Toronto,17.05615,-57.13423,Paris,India,0,0,Major,Engine failure
EVT001018,2017-02-19T01:01:00,GlobalAir,GL6944,Bombardier Q400,Turboprop,Sao Paulo,Berlin,-1.3953,33.44501,London,UK,2,0,Unknown,Unknown
EVT001019,2019-09-22T19:21:00,SkyWays,SK6114,Embraer 190,Turboprop,Sydney,Cairo,-12.69231,56.95877,Toronto,Germany,0,0,Major,Mid-air collision
EVT001020,2018-07-19T08:44:00,GlobalAir,GL1101,Bombardier Q400,Turboprop,Cairo,Sydney,1.33445,-160.70659,Berlin,Canada,0,0,Major,Engine failure
EVT001021,2020-05-30T01:04:00,IslandAir,IS628,Embraer 190,Turboprop,Berlin,Sao Paulo,56.41547,130.20421,Beijing,USA,0,0,Unknown,Pilot error
EVT001022,2019-01-02T18:57:00,GlobalAir,GL1406,Boeing 737,Jet,Beijing,New York,-44.45819,122.39545,Beijing,Canada,2,1,Major,Runway excursion
EVT001023,2016-10-16T17:41:00,NorthernFlights,NO8561,Embraer 190,Turboprop,Mumbai,Toronto,48.7226,-109.57107,Cairo,Brazil,0,0,Major,Runway excursion
EVT001024,2015-06-14T23:32:00,NorthernFlights,NO301,Boeing 737,Jet,Cairo,Mumbai,5.79897,173.66715,Paris,India,3,0,Hull Loss,Pilot error
EVT001025,2019-03-05T15:52:00,IslandAir,IS3047,Embraer 190,Turboprop,Cairo,Sydney,-2.86994,4.42496,London,Canada,0,0,Unknown,Bird strike
EVT001026,2018-10-16T09:03:00,NorthernFlights,NO1706,Embraer 190,Turboprop,Beijing,Berlin,-15.11806,118.89243,Berlin,Egypt,0,0,Unknown,Mid-air collision
EVT001027,2018-01-14T14:55:00,IslandAir,IS8772,Embraer 190,Turboprop,Sao Paulo,Sydney,-4.946,123.09094,Cairo,UK,0,0,Hull Loss,Pilot error
EVT001028,2020-03-06T21:20:00,GlobalAir,GL9061,Boeing 737,Jet,London,Beijing,-26.38813,-34.68312,Sydney,Egypt,0,0,Unknown,Engine failure
EVT001029,2016-06-05T07:19:00,IslandAir,IS1356,Bombardier Q400,Turboprop,Paris,Sao Paulo,-6.5186,-49.14752,Paris,Germany,0,0,Unknown,Engine failure
EVT001030,2015-03-01T03:19:00,SkyWays,SK8332,Boeing 747,Jet,Sydney,Mumbai,23.10598,-107.86929,Cairo,China,0,0,Major,Pilot error
EVT001031,2018-02-21T20:25:00,NorthernFlights,NO5998,Boeing 737,Jet,Sao Paulo,Mumbai,28.91913,-36.1914,New York,France,0,0,Unknown,Engine failure
EVT001032,2016-04-11T08:31:00,NorthernFlights,NO6626,Boeing 737,Jet,Paris,Sydney,55.95949,71.17797,Berlin,France,0,0,Hull Loss,Engine failure
EVT001033,2016-08-08T05:36:00,TransContinental,TR2719,Airbus A320,Jet,Beijing,New York,-3.50282,135.67885,New York,China,0,0,Minor,Weather
EVT001034,2015-06-13T17:21:00,NorthernFlights,NO3038,Boeing 747,Jet,Sao Paulo,Cairo,-31.91197,59.03249,Paris,USA,1,3,Major,Weather
EVT001035,2015-04-09T13:00:00,NorthernFlights,NO8131,Boeing 737,Jet,Sao Paulo,Sydney,-20.18626,-178.16477,Paris,Brazil,0,0,Hull Loss,Mid-air collision
EVT001036,2019-04-19T14:17:00,NorthernFlights,NO2384,Boeing 747,Jet,Sydney,Paris,14.28545,130.38528,Berlin,Australia,0,0,Minor,Unknown
EVT001037,2019-08-13T18:27:00,AeroExpress,AE7609,Airbus A320,Jet,Mumbai,Toronto,8.93408,-128.50979,Toronto,Brazil,0,0,Minor,Bird strike
EVT001038,2020-06-29T18:20:00,IslandAir,IS7460,Airbus A330,Jet,Sao Paulo,Berlin,58.16009,-54.14473,Sydney,France,0,0,Unknown,Unknown
EVT001039,2016-06-07T06:35:00,SkyWays,SK5599,Boeing 747,Jet,Toronto,Beijing,-7.62556,40.80807,New York,Canada,0,0,Major,Pilot error
EVT001040,2018-08-30T12:28:00,TransContinental,TR8666,Airbus A330,Jet,Cairo,Sao Paulo,-28.75749,-41.92077,Sao Paulo,Egypt,0,0,Minor,Weather
EVT001041,2017-09-04T04:06:00,IslandAir,IS1055,Boeing 747,Jet,London,Cairo,-18.69912,45.16534,London,Brazil,0,0,Minor,Unknown
EVT001042,2020-07-06T15:55:00,TransContinental,TR6382,Airbus A320,Jet,Berlin,Mumbai,-56.4568,-62.25751,Paris,Brazil,0,0,Unknown,Weather
EVT001043,2015-05-23T15:30:00,GlobalAir,GL346,Embraer 190,Turboprop,Mumbai,New York,-21.07717,-55.81797,Cairo,Germany,1,1,Minor,Weather
EVT001044,2016-06-28T21:02:00,AeroExpress,AE6050,Embraer 190,Turboprop,London,Mumbai,6.58458,157.25533,Toronto,Germany,3,1,Hull Loss,Weather
EVT001045,2015-04-08T07:20:00,SkyWays,SK9165,Boeing 737,Jet,Sydney,New York,51.51468,105.05653,London,Australia,2,2,Unknown,Pilot error
EVT001046,2016-01-05T14:00:00,GlobalAir,GL8845,Airbus A330,Jet,New York,Cairo,23.75805,-33.23476,Sao Paulo,UK,0,0,Hull Loss,Bird strike
EVT001047,2016-11-20T04:06:00,AeroExpress,AE6175,Airbus A330,Jet,London,Sao Paulo,-32.19837,-92.79224,London,France,0,0,Hull Loss,Pilot error
EVT001048,2020-02-02T14:57:00,IslandAir,IS2023,Airbus A330,Jet,Cairo,Sao Paulo,-7.7936,112.26076,Sao Paulo,Australia,0,0,Major,Engine failure
EVT001049,2019-07-12T23:06:00,AeroExpress,AE8262,Boeing 737,Jet,Mumbai,New York,49.43022,-136.26997,Cairo,USA,0,0,Unknown,Mid-air collision
EVT001050,2015-09-22T22:32:00,TransContinental,TR8315,Embraer 190,Turboprop,Beijing,Cairo,-29.54348,34.93268,Sydney,UK,0,0,Unknown,Mid-air collision
EVT001051,2018-07-12T02:01:00,GlobalAir,GL235,Boeing 747,Jet,Berlin,Paris,-46.35693,118.43559,Beijing,India,0,0,Major,Runway excursion
EVT001052,2017-08-06T10:45:00,IslandAir,IS9574,Embraer 190,Turboprop,Sydney,Toronto,9.65584,42.38171,Berlin,Germany,0,0,Minor,Pilot error
EVT001053,2015-01-21T19:15:00,IslandAir,IS1341,Bombardier Q400,Turboprop,Sao Paulo,Mumbai,55.4547,51.59334,New York,France,0,0,Minor,Mid-air collision
EVT001054,2016-06-30T10:50:00,GlobalAir,GL4829,Embraer 190,Turboprop,Cairo,Sydney,22.47994,53.55447,Paris,Australia,0,0,Minor,Bird strike
EVT001055,2019-10-14T19:51:00,IslandAir,IS1891,Bombardier Q400,Turboprop,Berlin,London,-37.39054,93.76585,London,Egypt,0,0,Unknown,Engine failure
EVT001056,2015-08-24T00:25:00,IslandAir,IS9392,Boeing 747,Jet,Toronto,Cairo,-8.69482,-126.96084,Cairo,Brazil,0,0,Major,Bird strike
EVT001057,2017-12-18T04:58:00,GlobalAir,GL8162,Airbus A320,Jet,Toronto,Mumbai,57.79715,71.57788,Beijing,France,0,0,Unknown,Weather
EVT001058,2016-04-17T16:54:00,NorthernFlights,NO3319,Bombardier Q400,Turboprop,Berlin,London,4.87333,-179.03301,Berlin,Germany,0,0,Major,Mid-air collision
EVT001059,2019-02-21T12:52:00,TransContinental,TR6340,Embraer 190,Turboprop,Cairo,New York,3.29979,162.15913,Toronto,China,0,0,Unknown,Pilot error
EVT001060,2017-11-29T15:52:00,SkyWays,SK5518,Boeing 737,Jet,Mumbai,Beijing,-30.18553,-152.62202,New York,UK,2,1,Major,Engine failure
EVT001061,2015-12-14T18:19:00,GlobalAir,GL1833,Bombardier Q400,Turboprop,London,Toronto,-1.48165,-165.90874,Berlin,UK,0,0,Minor,Weather
EVT001062,2020-10-24T03:55:00,IslandAir,IS7029,Embraer 190,Turboprop,Sydney,London,-6.33748,-39.97976,Sydney,Egypt,0,0,Hull Loss,Bird strike
EVT001063,2017-10-08T13:00:00,GlobalAir,GL8878,Embraer 190,Turboprop,London,Berlin,-56.60176,33.34316,Cairo,UK,0,0,Unknown,Runway excursion
EVT001064,2018-08-02T21:46:00,NorthernFlights,NO2580,Boeing 737,Jet,Sydney,New York,25.6479,142.42253,Mumbai,Australia,0,0,Minor,Engine failure
EVT001065,2020-10-19T11:28:00,GlobalAir,GL5104,Embraer 190,Turboprop,Cairo,Berlin,28.04349,50.72969,New York,Egypt,0,0,Minor,Weather
EVT001066,2016-04-22T22:22:00,GlobalAir,GL6533,Embraer 190,Turboprop,Toronto,Mumbai,-3.12685,12.03218,Beijing,Canada,0,0,Minor,Runway excursion
EVT001067,2018-10-24T20:31:00,GlobalAir,GL2539,Boeing 747,Jet,Mumbai,Sydney,-24.00089,-19.16749,Mumbai,Germany,0,0,Unknown,Unknown
EVT001068,2015-01-29T00:50:00,IslandAir,IS4871,Embraer 190,Turboprop,Cairo,Mumbai,0.44552,172.07979,New York,India,0,0,Unknown,Bird strike
EVT001069,2017-11-06T17:10:00,SkyWays,SK2008,Airbus A320,Jet,Toronto,Beijing,-16.29278,176.34634,Sydney,Egypt,0,0,Major,Mid-air collision
EVT001070,2017-11-11T00:29:00,IslandAir,IS5798,Bombardier Q400,Turboprop,Cairo,Sao Paulo,-18.34262,163.0714,Berlin,France,0,0,Unknown,Weather
EVT001071,2017-07-11T21:07:00,TransContinental,TR7812,Boeing 747,Jet,Beijing,Berlin,-5.27577,-109.10587,Beijing,USA,0,0,Hull Loss,Pilot error
EVT001072,2017-03-21T09:26:00,TransContinental,TR9016,Embraer 190,Turboprop,Cairo,Beijing,-30.16431,-12.99651,London,UK,0,0,Hull Loss,Bird strike
EVT001073,2019-11-26T17:02:00,NorthernFlights,NO246,Boeing 737,Jet,Berlin,Toronto,-27.03002,-48.048,Sao Paulo,UK,0,0,Unknown,Mid-air collision
EVT001074,2020-11-13T06:51:00,GlobalAir,GL6004,Bombardier Q400,Turboprop,Toronto,Paris,34.46462,0.47029,Beijing,France,0,0,Major,Bird strike
EVT001075,2017-09-22T05:54:00,SkyWays,SK1936,Bombardier Q400,Turboprop,Beijing,Mumbai,44.0851,51.74139,Toronto,Canada,0,0,Unknown,Runway excursion
EVT001076,2018-06-23T18:11:00,SkyWays,SK5907,Bombardier Q400,Turboprop,London,Berlin,34.10125,139.07857,Sydney,Egypt,0,0,Unknown,Unknown
EVT001077,2016-04-02T05:33:00,TransContinental,TR2560,Airbus A330,Jet,Toronto,London,-57.85369,61.47269,Sydney,France,5,2,Major,Unknown
EVT001078,2019-08-07T17:50:00,GlobalAir,GL1584,Embraer 190,Turboprop,Toronto,Berlin,-1.7489,-20.37559,Mumbai,USA,0,0,Minor,Bird strike
EVT001079,2020-09-18T06:46:00,GlobalAir,GL3989,Bombardier Q400,Turboprop,Toronto,Sao Paulo,-19.2192,-58.79026,London,Egypt,0,0,Hull Loss,Pilot error
EVT001080,2018-10-16T21:27:00,TransContinental,TR7549,Airbus A320,Jet,Beijing,Berlin,16.70922,-22.86274,Paris,India,0,0,Minor,Unknown
EVT001081,2015-04-10T18:56:00,GlobalAir,GL8733,Airbus A320,Jet,Cairo,Beijing,5.75903,155.34743,Cairo,Brazil,0,0,Unknown,Weather
EVT001082,2017-02-26T02:35:00,NorthernFlights,NO7248,Airbus A330,Jet,Sao Paulo,Cairo,16.23692,-101.4401,Paris,Egypt,0,0,Unknown,Bird strike
EVT001083,2020-10-04T17:59:00,AeroExpress,AE4658,Airbus A320,Jet,Mumbai,Cairo,1.0149,30.18808,Mumbai,Canada,0,0,Major,Engine failure
EVT001084,2016-07-13T01:19:00,NorthernFlights,NO4397,Airbus A330,Jet,Paris,Sao Paulo,16.36377,118.00795,Toronto,UK,0,0,Minor,Engine failure
EVT001085,2016-04-27T10:43:00,SkyWays,SK8448,Airbus A320,Jet,Mumbai,Sao Paulo,16.49962,96.88706,New York,Germany,0,0,Unknown,Runway excursion
EVT001086,2017-10-28T09:45:00,IslandAir,IS406,Bombardier Q400,Turboprop,Cairo,Sydney,-43.29252,-83.67573,Mumbai,UK,0,0,Hull Loss,Pilot error
EVT001087,2016-09-08T01:22:00,TransContinental,TR2339,Airbus A320,Jet,Beijing,Paris,-11.63312,146.1008,New York,India,0,0,Hull Loss,Bird strike
EVT001088,2017-08-03T05:43:00,GlobalAir,GL2321,Bombardier Q400,Turboprop,New York,Cairo,-32.53498,121.45979,Toronto,Egypt,0,0,Unknown,Weather
EVT001089,2019-09-03T10:37:00,NorthernFlights,NO8056,Boeing 747,Jet,London,Paris,18.23352,71.45445,New York,Germany,0,0,Major,Unknown
EVT001090,2016-10-30T12:26:00,GlobalAir,GL1144,Embraer 190,Turboprop,Beijing,Sydney,-47.87851,-138.40294,Paris,Canada,0,0,Hull Loss,Mid-air collision
EVT001091,2020-05-03T00:03:00,TransContinental,TR7138,Airbus A330,Jet,Mumbai,Sao Paulo,43.86589,158.21737,Toronto,Brazil,0,0,Hull Loss,Engine failure
EVT001092,2019-05-22T17:34:00,AeroExpress,AE7753,Embraer 190,Turboprop,Beijing,London,3.00865,89.70515,New York,Brazil,0,0,Minor,Bird strike
EVT001093,2020-01-07T02:06:00,AeroExpress,AE3232,Embraer 190,Turboprop,Cairo,New York,-26.24323,-172.08808,Cairo,India,0,0,Major,Runway excursion
EVT001094,2020-08-16T22:24:00,GlobalAir,GL5032,Bombardier Q400,Turboprop,New York,Paris,-17.54001,139.57372,Mumbai,India,0,0,Minor,Pilot error
EVT001095,2015-08-10T03:32:00,IslandAir,IS3736,Airbus A330,Jet,Beijing,Cairo,15.27629,82.17669,Toronto,China,0,0,Major,Pilot error
EVT001096,2017-11-04T17:28:00,TransContinental,TR9151,Embraer 190,Turboprop,Cairo,Paris,53.17078,-87.9898,Mumbai,Australia,0,0,Unknown,Weather
EVT001097,2016-01-30T04:02:00,AeroExpress,AE2777,Embraer 190,Turboprop,Toronto,Berlin,-14.92718,-49.93592,Berlin,India,0,0,Minor,Weather
EVT001098,2018-12-07T13:04:00,TransContinental,TR2978,Boeing 737,Jet,New York,Sao Paulo,-35.2394,53.17481,London,UK,0,0,Hull Loss,Engine failure
EVT001099,2016-03-13T12:12:00,GlobalAir,GL9589,Embraer 190,Turboprop,Toronto,Sydney,33.78032,-165.14451,London,Brazil,0,0,Unknown,Runway excursion
EVT001100,2016-11-09T14:54:00,IslandAir,IS8681,Airbus A320,Jet,New York,London,-28.91044,-165.59723,London,France,0,0,Minor,Unknown
EVT001101,2015-09-10T06:57:00,AeroExpress,AE1496,Bombardier Q400,Turboprop,Berlin,Sao Paulo,13.57425,-21.01283,Toronto,France,0,0,Minor,Runway excursion
EVT001102,2020-06-08T21:15:00,GlobalAir,GL9827,Embraer 190,Turboprop,Beijing,Toronto,-9.86692,-95.39402,Mumbai,India,0,0,Minor,Unknown
EVT001103,2016-02-05T20:56:00,SkyWays,SK2215,Boeing 747,Jet,Sydney,Toronto,-31.90648,-21.53059,Beijing,Canada,0,0,Unknown,Unknown
EVT001104,2017-07-16T18:33:00,TransContinental,TR2862,Boeing 737,Jet,Sao Paulo,Sydney,51.11682,-16.36347,Sydney,Canada,0,0,Hull Loss,Mid-air collision
EVT001105,2019-02-23T23:14:00,AeroExpress,AE6172,Airbus A330,Jet,Mumbai,Sydney,-30.74537,-27.92245,Beijing,Australia,0,0,Hull Loss,Unknown
EVT001106,2016-01-17T23:14:00,AeroExpress,AE367,Airbus A320,Jet,London,Toronto,11.43833,-85.95229,Cairo,Canada,0,0,Major,Engine failure
EVT001107,2016-11-08T08:22:00,IslandAir,IS1778,Airbus A330,Jet,Paris,Cairo,-47.00923,-177.74372,London,India,0,0,Hull Loss,Engine failure
EVT001108,2020-11-13T12:33:00,SkyWays,SK2612,Embraer 190,Turboprop,Mumbai,Sao Paulo,-43.23687,-158.78355,Sydney,Canada,0,0,Minor,Bird strike
EVT001109,2015-11-09T10:51:00,NorthernFlights,NO6658,Airbus A330,Jet,Beijing,Sao Paulo,-49.65296,-4.34292,Sydney,Australia,0,0,Major,Runway excursion
EVT001110,2017-05-27T02:45:00,TransContinental,TR8747,Bombardier Q400,Turboprop,Beijing,Cairo,-17.29872,3.18682,Paris,Canada,0,1,Major,Pilot error
EVT001111,2019-06-26T23:22:00,SkyWays,SK3386,Boeing 737,Jet,Sydney,Toronto,-14.40475,42.30291,Toronto,UK,0,0,Major,Bird strike
EVT001112,2019-01-25T12:32:00,IslandAir,IS8123,Boeing 737,Jet,Toronto,Berlin,1.24959,-111.25332,Paris,Germany,0,0,Minor,Pilot error
EVT001113,2019-10-11T11:47:00,GlobalAir,GL9247,Bombardier Q400,Turboprop,London,Sydney,-9.11064,5.05202,Mumbai,USA,0,3,Major,Mid-air collision
EVT001114,2019-05-15T18:45:00,AeroExpress,AE1921,Boeing 737,Jet,New York,Sydney,-4.30198,69.41687,Paris,UK,0,0,Major,Runway excursion
EVT001115,2020-03-17T15:27:00,GlobalAir,GL6303,Embraer 190,Turboprop,Berlin,Sydney,55.05174,-111.08939,Cairo,Canada,0,0,Major,Bird strike
EVT001116,2019-10-18T21:13:00,SkyWays,SK1550,Airbus A330,Jet,New York,Toronto,-2.81507,24.9079,New York,Brazil,0,0,Unknown,Mid-air collision
EVT001117,2018-01-12T19:49:00,AeroExpress,AE431,Airbus A330,Jet,Paris,Toronto,47.37508,-64.71302,Sao Paulo,Germany,0,0,Major,Runway excursion
EVT001118,2020-10-16T19:20:00,AeroExpress,AE2711,Airbus A330,Jet,Beijing,Paris,9.26397,-105.80783,New York,USA,4,0,Major,Unknown
EVT001119,2019-11-28T04:51:00,AeroExpress,AE8115,Boeing 737,Jet,Toronto,London,-21.60151,114.14368,Sao Paulo,Germany,0,0,Unknown,Runway excursion
EVT001120,2016-12-11T15:29:00,SkyWays,SK8207,Boeing 737,Jet,Cairo,New York,35.93232,-9.23943,Toronto,Australia,0,0,Minor,Runway excursion
EVT001121,2020-09-15T00:41:00,NorthernFlights,NO9838,Airbus A330,Jet,Beijing,Sydney,-8.56243,169.52396,Beijing,Egypt,1,1,Major,Mid-air collision
EVT001122,2017-02-18T20:59:00,NorthernFlights,NO2730,Airbus A320,Jet,Toronto,Mumbai,23.94746,-86.93791,London,UK,0,1,Major,Unknown
EVT001123,2015-05-28T08:23:00,AeroExpress,AE4651,Airbus A320,Jet,Sao Paulo,London,8.45514,-21.61228,Mumbai,Australia,0,0,Hull Loss,Bird strike
EVT001124,2016-08-08T05:16:00,GlobalAir,GL1624,Bombardier Q400,Turboprop,Mumbai,Berlin,12.29698,68.72351,Sydney,China,0,0,Unknown,Weather
EVT001125,2017-05-03T09:56:00,AeroExpress,AE4414,Airbus A320,Jet,Paris,Berlin,-29.91974,50.70209,Mumbai,China,0,1,Hull Loss,Mid-air collision
EVT001126,2018-10-06T03:36:00,NorthernFlights,NO8434,Embraer 190,Turboprop,New York,London,39.966,-34.6421,Cairo,China,0,0,Major,Weather
EVT001127,2018-10-31T13:12:00,SkyWays,SK1502,Boeing 747,Jet,Paris,Sydney,-43.96495,119.51796,Cairo,USA,0,0,Unknown,Weather
EVT001128,2017-01-31T23:36:00,SkyWays,SK6460,Airbus A320,Jet,Beijing,Paris,34.06575,52.65108,Toronto,UK,0,0,Unknown,Pilot error
EVT001129,2019-04-10T22:18:00,SkyWays,SK8279,Boeing 747,Jet,Mumbai,Toronto,37.8801,92.44438,Paris,China,0,0,Major,Bird strike
EVT001130,2015-04-22T04:37:00,TransContinental,TR2035,Bombardier Q400,Turboprop,Mumbai,Sydney,27.35646,158.43137,New York,UK,4,3,Unknown,Bird strike
EVT001131,2017-03-16T16:33:00,AeroExpress,AE329,Boeing 737,Jet,Berlin,Cairo,34.93387,121.10109,Sao Paulo,France,0,0,Unknown,Engine failure
EVT001132,2018-09-27T08:23:00,SkyWays,SK5376,Airbus A320,Jet,Mumbai,Paris,52.11633,156.07936,New York,India,0,0,Unknown,Weather
EVT001133,2016-06-21T06:51:00,GlobalAir,GL3573,Bombardier Q400,Turboprop,Sao Paulo,Toronto,12.64315,-142.8297,London,Australia,0,1,Hull Loss,Unknown
EVT001134,2017-12-05T05:21:00,NorthernFlights,NO858,Boeing 737,Jet,London,Cairo,-4.43436,-165.37996,New York,Egypt,0,0,Hull Loss,Pilot error
EVT001135,2017-12-29T01:08:00,AeroExpress,AE2530,Boeing 737,Jet,New York,Sao Paulo,24.41608,-114.03281,Sydney,India,0,0,Unknown,Engine failure
EVT001136,2016-09-29T10:48:00,IslandAir,IS9675,Airbus A320,Jet,New York,Berlin,-30.701,36.6325,Toronto,USA,0,0,Hull Loss,Runway excursion
EVT001137,2020-11-06T14:34:00,NorthernFlights,NO9945,Boeing 747,Jet,Toronto,Mumbai,6.16307,46.81514,Toronto,Germany,0,0,Minor,Unknown
EVT001138,2017-07-12T17:39:00,AeroExpress,AE4244,Boeing 737,Jet,London,Cairo,-20.64563,-96.83464,London,Germany,0,0,Unknown,Mid-air collision
EVT001139,2020-07-12T21:50:00,SkyWays,SK7482,Airbus A320,Jet,Paris,Berlin,-11.47004,24.53323,Mumbai,China,2,1,Major,Weather
EVT001140,2018-05-07T10:51:00,GlobalAir,GL171,Boeing 737,Jet,Berlin,Cairo,45.63363,-79.00029,New York,UK,0,0,Major,Engine failure
EVT001141,2017-03-12T17:47:00,SkyWays,SK3359,Bombardier Q400,Turboprop,London,New York,44.67227,-90.92704,Sydney,France,0,0,Minor,Mid-air collision
EVT001142,2015-03-11T17:14:00,IslandAir,IS367,Embraer 190,Turboprop,Sydney,New York,10.24292,-130.97666,London,Brazil,0,0,Hull Loss,Engine failure
EVT001143,2016-03-11T19:49:00,GlobalAir,GL7372,Airbus A330,Jet,Beijing,New York,-32.52305,43.45922,Beijing,UK,0,0,Unknown,Unknown
EVT001144,2018-01-20T09:36:00,TransContinental,TR5085,Embraer 190,Turboprop,Berlin,New York,54.16534,-45.65363,Mumbai,China,0,0,Hull Loss,Weather
EVT001145,2019-04-12T13:42:00,GlobalAir,GL8500,Bombardier Q400,Turboprop,London,Toronto,-10.85605,-153.33317,Cairo,Canada,0,0,Minor,Engine failure
EVT001146,2015-07-09T17:47:00,NorthernFlights,NO2657,Airbus A330,Jet,Cairo,Sydney,-37.819,-90.3396,Berlin,Australia,0,0,Hull Loss,Unknown
EVT001147,2017-12-23T01:43:00,TransContinental,TR1436,Bombardier Q400,Turboprop,Beijing,Berlin,32.01655,154.49227,Beijing,UK,0,0,Minor,Weather
EVT001148,2018-02-13T05:02:00,NorthernFlights,NO3467,Airbus A330,Jet,Sydney,Beijing,-12.88163,45.26611,Toronto,France,0,0,Minor,Engine failure
EVT001149,2020-01-25T11:54:00,TransContinental,TR4431,Airbus A330,Jet,Mumbai,Paris,19.43459,175.62701,Sao Paulo,France,0,0,Minor,Engine failure
EVT001150,2020-01-07T00:09:00,SkyWays,SK4030,Embraer 190,Turboprop,Mumbai,Toronto,-49.8683,-56.15011,Mumbai,Australia,0,0,Unknown,Bird strike
EVT001151,2018-09-22T12:39:00,TransContinental,TR1708,Airbus A330,Jet,Beijing,Mumbai,-3.81395,60.76832,Mumbai,China,0,1,Unknown,Engine failure
EVT001152,2016-02-02T15:28:00,NorthernFlights,NO2987,Airbus A330,Jet,Beijing,New York,-53.64112,70.58645,Paris,Brazil,0,0,Unknown,Pilot error
EVT001153,2015-09-23T13:08:00,IslandAir,IS8334,Embraer 190,Turboprop,Cairo,New York,59.4186,-77.11596,Sydney,UK,0,0,Major,Engine failure
EVT001154,2018-03-23T19:50:00,NorthernFlights,NO1510,Airbus A320,Jet,Berlin,New York,58.49035,164.63116,Cairo,China,0,0,Unknown,Weather
EVT001155,2019-11-08T17:37:00,IslandAir,IS3279,Boeing 737,Jet,Berlin,Beijing,-3.45276,-143.21473,Beijing,Canada,3,0,Unknown,Runway excursion
EVT001156,2019-03-05T21:14:00,IslandAir,IS9352,Airbus A320,Jet,London,Berlin,16.17337,143.37314,Toronto,China,0,0,Unknown,Bird strike
EVT001157,2017-08-04T09:30:00,GlobalAir,GL261,Airbus A320,Jet,Mumbai,Beijing,12.88228,167.7643,Beijing,Brazil,0,0,Major,Unknown
EVT001158,2016-11-09T21:03:00,IslandAir,IS4594,Embraer 190,Turboprop,New York,Sao Paulo,40.44548,79.17045,New York,UK,0,0,Minor,Pilot error
EVT001159,2020-05-17T07:21:00,SkyWays,SK7724,Airbus A330,Jet,Beijing,Mumbai,55.74856,133.12617,New York,Egypt,0,0,Major,Weather
EVT001160,2020-10-13T05:43:00,SkyWays,SK8064,Boeing 737,Jet,Mumbai,Sao Paulo,-33.61274,-79.14357,Sao Paulo,USA,0,0,Minor,Bird strike
EVT001161,2017-04-10T04:26:00,NorthernFlights,NO9936,Embraer 190,Turboprop,Cairo,Paris,-30.83696,-12.05364,Mumbai,France,0,0,Hull Loss,Weather
EVT001162,2020-09-05T14:44:00,NorthernFlights,NO2009,Bombardier Q400,Turboprop,Sydney,Cairo,-58.74843,74.54362,Cairo,Canada,0,0,Unknown,Pilot error
EVT001163,2018-03-18T09:53:00,TransContinental,TR1620,Boeing 747,Jet,Paris,Toronto,37.16254,-161.36918,Toronto,India,0,0,Hull Loss,Pilot error
EVT001164,2020-09-15T18:18:00,GlobalAir,GL2092,Airbus A320,Jet,Sao Paulo,New York,3.04273,88.5449,Mumbai,Australia,0,0,Major,Bird strike
EVT001165,2016-07-23T21:53:00,IslandAir,IS4176,Boeing 737,Jet,Sao Paulo,Sydney,-14.05347,159.67998,Cairo,USA,0,0,Minor,Pilot error
EVT001166,2018-10-01T11:43:00,IslandAir,IS4487,Bombardier Q400,Turboprop,London,Beijing,-51.13061,-157.36219,Berlin,Australia,0,0,Hull Loss,Unknown
EVT001167,2017-02-24T01:45:00,NorthernFlights,NO2291,Airbus A320,Jet,Sao Paulo,Berlin,0.43847,50.10908,Beijing,Germany,0,0,Minor,Pilot error
EVT001168,2019-05-26T16:31:00,IslandAir,IS3159,Boeing 747,Jet,London,Beijing,-17.44435,-179.69044,London,Egypt,0,0,Major,Mid-air collision
EVT001169,2019-08-28T07:14:00,IslandAir,IS4456,Embraer 190,Turboprop,Mumbai,Beijing,-51.15227,-50.33344,Beijing,Canada,0,0,Major,Pilot error
EVT001170,2020-06-25T16:45:00,GlobalAir,GL1761,Boeing 737,Jet,Sydney,Toronto,-38.17368,121.00307,Mumbai,UK,0,0,Hull Loss,Pilot error
EVT001171,2020-11-20T18:55:00,TransContinental,TR6726,Airbus A320,Jet,Sao Paulo,Paris,-19.97132,146.12508,New York,Australia,0,4,Minor,Bird strike
EVT001172,2018-02-17T08:32:00,TransContinental,TR6947,Boeing 747,Jet,Paris,Mumbai,-19.23576,-14.18777,Beijing,China,0,1,Hull Loss,Weather
EVT001173,2016-11-07T21:22:00,AeroExpress,AE2385,Airbus A320,Jet,New York,Sao Paulo,45.28652,-6.80497,Beijing,France,0,0,Hull Loss,Bird strike
EVT001174,2018-07-31T11:20:00,AeroExpress,AE8805,Embraer 190,Turboprop,Berlin,Cairo,-52.5197,-44.85007,Cairo,Brazil,0,0,Unknown,Unknown
